"Date","Price","Open","High","Low","Vol.","Change %"
"02/23/2021","22.490","23.718","23.860","22.222","5.42M","-4.22%"
"02/24/2021","21.293","22.222","22.569","21.293","3.59M","-5.32%"
"02/25/2021","20.868","21.671","22.049","20.002","5.72M","-2.00%"
"02/26/2021","20.931","20.002","21.577","20.002","4.22M","0.30%"
"03/01/2021","21.687","21.167","21.687","20.994","3.26M","3.61%"
"03/02/2021","22.380","21.813","22.758","21.514","5.62M","3.20%"
"03/03/2021","22.821","22.553","23.293","22.254","7.01M","1.97%"
"03/04/2021","23.592","22.726","23.970","22.569","8.02M","3.38%"
"03/05/2021","23.986","23.766","24.616","23.655","8.73M","1.67%"
"03/08/2021","23.907","24.191","24.805","23.703","7.67M","-0.33%"
"03/09/2021","23.435","23.703","23.892","23.025","5.51M","-1.97%"
"03/10/2021","24.333","24.789","25.104","24.128","13.76M","3.83%"
"03/11/2021","23.970","24.569","24.569","23.844","5.25M","-1.49%"
"03/12/2021","24.159","23.923","24.537","23.797","4.90M","0.79%"
"03/15/2021","24.144","24.175","24.774","23.907","5.03M","-0.06%"
"03/16/2021","24.821","24.317","25.136","24.144","14.31M","2.80%"
"03/17/2021","24.175","24.821","24.947","24.175","7.53M","-2.60%"
"03/18/2021","22.962","24.112","24.490","22.947","6.62M","-5.02%"
"03/19/2021","24.915","25.183","25.246","24.018","36.53M","8.51%"
"03/22/2021","22.868","23.781","24.585","22.632","13.34M","-8.22%"
"03/23/2021","25.120","22.868","25.152","22.317","16.65M","9.85%"
"03/24/2021","26.931","25.514","27.372","25.467","16.44M","7.21%"
"03/25/2021","29.215","27.561","29.435","27.404","20.91M","8.48%"
"03/26/2021","28.821","29.876","30.743","27.861","30.22M","-1.35%"
"03/29/2021","29.892","29.057","30.191","28.821","13.33M","3.72%"
"03/30/2021","30.018","30.538","30.947","29.278","16.83M","0.42%"
"03/31/2021","29.530","29.829","30.601","29.483","13.07M","-1.63%"
"04/01/2021","29.357","29.609","30.065","29.136","11.31M","-0.59%"
"04/02/2021","28.979","29.514","29.813","28.900","6.58M","-1.29%"
"04/05/2021","28.506","28.979","29.215","28.396","5.81M","-1.63%"
"04/06/2021","28.569","28.459","28.821","28.191","5.62M","0.22%"
"04/07/2021","27.939","28.522","28.679","27.829","4.68M","-2.21%"
"04/08/2021","29.136","28.034","29.341","28.034","11.61M","4.28%"
"04/09/2021","28.569","29.168","29.357","27.924","8.49M","-1.95%"
"04/12/2021","27.955","28.427","28.868","27.483","6.31M","-2.15%"
"04/13/2021","26.679","28.065","28.191","26.207","7.47M","-4.56%"
"04/14/2021","27.262","26.790","27.262","26.254","5.33M","2.19%"
"04/15/2021","26.349","27.404","27.435","25.908","7.07M","-3.35%"
"04/16/2021","25.750","26.081","26.790","25.687","4.56M","-2.27%"
"04/19/2021","24.222","25.671","25.671","24.222","6.83M","-5.93%"
"04/20/2021","24.159","24.207","25.388","24.002","9.92M","-0.26%"
"04/21/2021","23.041","24.191","24.411","22.726","7.66M","-4.63%"
"04/22/2021","23.829","22.852","23.939","22.616","6.30M","3.42%"
"04/26/2021","23.561","23.687","23.907","23.388","5.52M","-1.12%"
"04/27/2021","25.152","23.687","25.152","23.640","7.69M","6.75%"
"04/28/2021","23.939","23.813","24.207","23.561","8.89M","-4.82%"
"04/29/2021","23.608","23.970","24.333","23.577","4.16M","-1.38%"
"04/30/2021","22.679","23.640","23.640","22.679","5.82M","-3.94%"
"05/03/2021","22.868","22.679","22.994","22.380","5.53M","0.83%"
"05/04/2021","23.230","22.978","23.640","22.616","9.16M","1.58%"
"05/05/2021","23.640","23.435","23.923","23.419","7.55M","1.76%"
"05/06/2021","23.104","23.624","23.829","23.057","5.00M","-2.27%"
"05/07/2021","22.915","23.151","23.325","22.710","3.54M","-0.82%"
"05/10/2021","23.451","23.073","23.703","22.962","4.86M","2.34%"
"05/11/2021","23.372","23.230","23.592","22.994","4.11M","-0.34%"
"05/12/2021","23.419","23.356","23.498","23.214","1.33M","0.20%"
"05/17/2021","23.687","23.640","23.986","23.498","4.55M","1.14%"
"05/18/2021","24.868","23.829","24.994","23.813","8.30M","4.99%"
"05/20/2021","24.947","24.726","25.719","24.616","7.26M","0.32%"
"05/21/2021","25.498","25.215","25.671","25.167","5.83M","2.21%"
"05/24/2021","26.270","25.624","26.380","25.593","5.90M","3.03%"
"05/25/2021","24.695","26.380","26.711","24.695","9.79M","-6.00%"
"05/26/2021","25.608","24.978","25.608","24.270","6.74M","3.70%"
"05/27/2021","25.656","25.656","26.191","25.215","5.69M","0.19%"
"05/28/2021","24.900","25.624","25.624","24.663","4.84M","-2.95%"
"05/31/2021","24.443","24.900","25.073","24.364","4.34M","-1.84%"
"06/01/2021","24.411","24.663","24.884","24.333","3.15M","-0.13%"
"06/02/2021","24.585","24.081","24.695","24.049","4.43M","0.71%"
"06/03/2021","24.663","24.679","25.293","24.537","6.78M","0.32%"
"06/04/2021","24.537","24.585","24.963","24.411","4.95M","-0.51%"
"06/07/2021","24.616","24.726","24.821","24.459","4.13M","0.32%"
"06/08/2021","24.821","24.695","25.199","24.679","7.63M","0.83%"
"06/09/2021","24.852","24.884","24.994","24.742","3.27M","0.12%"
"06/10/2021","24.490","24.931","25.041","24.411","4.44M","-1.46%"
"06/11/2021","23.907","24.616","24.632","23.781","5.07M","-2.38%"
"06/14/2021","23.529","24.018","24.018","23.435","3.86M","-1.58%"
"06/15/2021","23.246","23.514","23.766","23.057","3.41M","-1.20%"
"06/16/2021","22.962","23.151","23.309","22.884","2.04M","-1.22%"
"06/17/2021","22.821","22.884","23.025","22.647","1.72M","-0.61%"
"06/18/2021","22.994","22.931","23.262","22.758","2.78M","0.76%"
"06/21/2021","23.608","22.836","23.655","22.537","4.22M","2.67%"
"06/22/2021","24.128","23.797","24.175","23.797","3.12M","2.20%"
"06/23/2021","24.569","24.207","24.915","24.144","5.65M","1.83%"
"06/24/2021","24.884","24.569","25.041","24.270","4.14M","1.28%"
"06/25/2021","25.199","24.900","25.467","24.805","4.58M","1.27%"
"06/28/2021","24.569","25.356","25.467","24.411","3.21M","-2.50%"
"06/29/2021","24.254","24.522","24.522","23.734","3.06M","-1.28%"
"06/30/2021","23.860","24.600","24.600","23.860","4.51M","-1.62%"
"07/01/2021","24.537","23.907","24.648","23.734","3.07M","2.84%"
"07/02/2021","24.474","24.459","24.600","24.096","2.53M","-0.26%"
"07/05/2021","24.947","24.474","24.947","24.459","1.96M","1.93%"
"07/06/2021","25.041","24.931","25.388","24.852","2.60M","0.38%"
"07/07/2021","25.262","24.994","25.341","24.978","1.93M","0.88%"
"07/08/2021","24.805","25.199","25.404","24.758","2.23M","-1.81%"
"07/09/2021","24.679","24.805","24.900","24.427","1.88M","-0.51%"
"07/12/2021","23.876","24.600","24.616","23.766","2.07M","-3.25%"
"07/13/2021","23.892","23.781","23.986","23.592","1.65M","0.07%"
"07/14/2021","24.648","23.955","24.758","23.907","2.07M","3.16%"
"07/16/2021","24.789","24.742","24.900","24.396","1.66M","0.57%"
"07/19/2021","25.278","24.726","25.325","24.632","1.37M","1.97%"
"07/26/2021","25.183","25.356","25.419","25.057","2.49M","-0.38%"
"07/27/2021","25.104","25.183","25.278","24.994","1.73M","-0.31%"
"07/28/2021","24.868","25.104","25.120","24.695","2.27M","-0.94%"
"07/29/2021","25.388","24.994","25.435","24.994","3.11M","2.09%"
"07/30/2021","25.359","25.478","25.563","25.036","2.93M","-0.11%"
"08/02/2021","25.342","25.478","25.699","25.325","1.73M","-0.07%"
"08/03/2021","24.951","25.291","25.308","24.815","2.42M","-1.54%"
"08/04/2021","25.070","25.002","25.206","24.900","1.72M","0.48%"
"08/05/2021","24.798","24.883","24.968","24.645","2.10M","-1.08%"
"08/06/2021","24.849","24.866","25.036","24.594","3.46M","0.21%"
"08/09/2021","25.138","24.849","25.138","24.747","2.21M","1.16%"
"08/10/2021","25.019","25.274","25.410","24.917","4.05M","-0.47%"
"08/11/2021","24.442","25.019","25.070","24.289","2.08M","-2.31%"
"08/12/2021","24.934","24.493","25.002","24.493","2.15M","2.01%"
"08/13/2021","25.138","24.951","25.138","24.832","1.49M","0.82%"
"08/16/2021","25.240","25.138","25.342","25.087","1.83M","0.41%"
"08/17/2021","25.325","25.223","25.631","24.917","3.86M","0.34%"
"08/18/2021","24.900","25.393","25.546","24.883","2.37M","-1.68%"
"08/19/2021","24.713","24.832","24.883","24.578","1.96M","-0.75%"
"08/20/2021","24.900","24.696","24.985","24.662","1.76M","0.76%"
"08/23/2021","25.308","25.834","26.055","25.308","8.35M","1.64%"
"08/24/2021","24.730","25.308","25.325","24.696","4.12M","-2.28%"
"08/25/2021","24.442","24.781","24.883","24.391","2.05M","-1.16%"
"08/26/2021","24.187","24.459","24.611","24.085","1.71M","-1.04%"
"08/27/2021","24.391","24.187","24.544","23.983","2.02M","0.84%"
"08/31/2021","24.357","24.544","24.594","24.357","1.69M","-0.14%"
"09/01/2021","24.510","24.391","24.713","24.391","1.69M","0.63%"
"09/02/2021","24.628","24.527","24.628","24.459","1.35M","0.48%"
"09/03/2021","25.053","24.628","25.053","24.408","1.93M","1.73%"
"09/06/2021","25.036","25.121","25.189","24.883","1.36M","-0.07%"
"09/07/2021","24.764","24.883","25.002","24.662","1.41M","-1.09%"
"09/08/2021","24.442","24.679","24.781","24.425","1.11M","-1.30%"
"09/09/2021","24.493","24.374","24.594","24.255","1.60M","0.21%"
"09/10/2021","24.238","24.510","24.527","24.136","1.62M","-1.04%"
"09/13/2021","24.306","24.187","24.357","24.102","1.28M","0.28%"
"09/14/2021","24.204","24.306","24.578","24.136","2.28M","-0.42%"
"09/15/2021","24.221","24.204","24.357","24.034","1.72M","0.07%"
"09/16/2021","24.153","24.187","24.374","24.034","1.24M","-0.28%"
"09/17/2021","23.694","24.102","24.170","23.643","1.64M","-1.90%"
"09/20/2021","23.728","23.355","23.864","23.202","1.72M","0.14%"
"09/21/2021","23.389","23.728","23.949","23.355","1.54M","-1.43%"
"09/22/2021","23.813","23.575","23.830","23.439","1.15M","1.81%"
"09/23/2021","24.017","23.830","24.017","23.490","1.50M","0.86%"
"09/24/2021","24.136","23.881","24.136","23.643","1.65M","0.50%"
"09/27/2021","24.917","24.170","24.917","24.170","2.48M","3.24%"
"09/28/2021","24.645","24.934","25.053","24.544","2.02M","-1.09%"
"09/29/2021","24.544","24.730","24.832","24.459","2.13M","-0.41%"
"09/30/2021","24.309","24.549","24.697","24.216","2.55M","-0.96%"
"10/01/2021","23.809","23.846","24.105","23.662","2.38M","-2.06%"
"10/04/2021","23.440","23.736","23.791","23.384","9.67M","-1.55%"
"10/05/2021","22.978","23.421","23.440","22.978","2.30M","-1.97%"
"10/06/2021","22.793","22.867","22.959","22.405","2.64M","-0.81%"
"10/07/2021","23.162","22.885","23.162","22.885","1.93M","1.62%"
"10/08/2021","22.941","23.144","23.292","22.941","1.78M","-0.95%"
"10/11/2021","23.052","22.941","23.052","22.811","1.42M","0.48%"
"10/12/2021","22.793","22.922","23.144","22.737","2.33M","-1.12%"
"10/13/2021","22.331","22.774","22.830","22.312","3.78M","-2.03%"
"10/14/2021","22.072","22.257","22.386","21.868","3.52M","-1.16%"
"10/15/2021","21.610","22.072","22.146","21.536","3.72M","-2.09%"
"10/18/2021","21.665","21.628","21.905","21.462","2.58M","0.25%"
"10/19/2021","21.942","21.684","21.998","21.684","2.08M","1.28%"
"10/20/2021","22.183","21.998","22.220","21.850","2.79M","1.10%"
"10/21/2021","22.645","22.183","22.645","21.739","6.09M","2.08%"
"10/22/2021","22.811","22.552","22.904","22.257","2.96M","0.73%"
"10/25/2021","23.070","22.737","23.107","22.497","3.58M","1.14%"
"10/26/2021","23.273","23.144","23.440","23.089","3.93M","0.88%"
"10/27/2021","23.458","23.273","23.791","23.181","3.76M","0.79%"
"10/28/2021","23.421","23.514","23.532","23.384","830.88K","-0.16%"
"11/01/2021","23.218","23.329","23.736","22.848","5.24M","-0.87%"
"11/02/2021","23.310","23.236","23.421","23.125","2.91M","0.40%"
"11/03/2021","23.199","23.310","23.458","22.146","4.04M","-0.48%"
"11/04/2021","23.662","23.717","23.717","23.310","3.99M","2.00%"
"11/05/2021","23.939","23.754","24.309","23.680","5.40M","1.17%"
"11/08/2021","24.346","24.272","24.604","24.198","5.06M","1.70%"
"11/09/2021","24.771","24.383","25.177","24.216","7.57M","1.75%"
"11/10/2021","24.734","24.974","24.974","24.124","5.37M","-0.15%"
"11/11/2021","24.845","24.660","25.048","24.475","3.78M","0.45%"
"11/12/2021","25.436","24.900","25.473","24.789","5.26M","2.38%"
"11/15/2021","26.712","25.658","26.712","25.640","6.03M","5.02%"
"11/16/2021","25.972","26.712","27.081","25.972","5.01M","-2.77%"
"11/17/2021","26.176","25.880","26.453","25.824","3.28M","0.79%"
"11/18/2021","26.619","26.176","26.860","26.009","5.86M","1.69%"
"11/19/2021","26.989","26.730","27.211","26.434","4.38M","1.39%"
"11/22/2021","27.192","27.192","27.266","26.897","3.23M","0.75%"
"11/23/2021","28.228","27.174","29.115","26.989","12.39M","3.81%"
"11/24/2021","28.375","28.431","29.096","27.969","6.11M","0.52%"
"11/25/2021","27.839","28.412","28.449","27.747","3.47M","-1.89%"
"11/26/2021","27.728","27.636","27.747","27.007","3.73M","-0.40%"
"11/29/2021","28.634","27.728","28.634","27.488","5.08M","3.27%"
"11/30/2021","28.040","28.640","28.940","27.880","6.38M","-2.07%"
"12/01/2021","28.640","28.100","28.680","28.100","3.05M","2.14%"
"12/02/2021","28.600","28.660","29.200","28.500","3.83M","-0.14%"
"12/03/2021","28.420","28.640","28.800","28.300","4.76M","-0.63%"
"12/06/2021","28.180","28.500","28.580","28.000","4.23M","-0.84%"
"12/07/2021","28.380","28.240","28.620","28.220","5.43M","0.71%"
"12/08/2021","28.400","28.520","28.620","28.280","5.73M","0.07%"
"12/09/2021","29.060","28.420","29.460","28.420","14.56M","2.32%"
"12/10/2021","29.460","29.260","29.880","29.060","12.12M","1.38%"
"12/13/2021","30.320","30.200","30.780","30.140","10.32M","2.92%"
"12/14/2021","30.300","30.800","30.900","30.100","7.26M","-0.07%"
"12/15/2021","29.680","30.620","30.620","29.620","7.86M","-2.05%"
"12/16/2021","31.400","29.840","31.400","29.480","11.95M","5.80%"
"12/17/2021","28.260","32.100","33.340","28.260","16.25M","-10.00%"
"12/20/2021","27.440","26.720","29.000","25.500","8.89M","-2.90%"
"12/21/2021","25.200","28.620","29.980","25.040","7.83M","-8.16%"
"12/22/2021","23.920","25.060","25.080","23.340","9.53M","-5.08%"
"12/23/2021","23.560","24.300","24.640","22.440","7.76M","-1.51%"
"12/24/2021","24.880","23.820","24.880","23.560","5.60M","5.60%"
"12/27/2021","24.680","24.940","25.620","24.360","5.51M","-0.80%"
"12/28/2021","23.800","24.840","24.940","23.600","3.38M","-3.57%"
"12/29/2021","24.280","23.880","24.460","23.440","3.51M","2.02%"
"12/30/2021","24.100","24.680","24.720","23.960","2.99M","-0.74%"
"12/31/2021","25.040","24.140","25.040","23.840","4.38M","3.90%"
"01/03/2022","26.580","25.440","26.580","25.380","5.72M","6.15%"
"01/04/2022","27.060","26.980","27.540","26.000","8.57M","1.81%"
"01/05/2022","26.920","27.080","27.080","26.640","4.90M","-0.52%"
"01/06/2022","26.420","26.600","26.860","26.240","4.80M","-1.86%"
"01/07/2022","26.540","26.580","26.640","26.000","3.89M","0.45%"
"01/10/2022","27.060","26.820","27.500","26.740","6.58M","1.96%"
"01/11/2022","26.760","27.400","27.480","26.740","6.54M","-1.11%"
"01/12/2022","26.740","27.020","27.140","26.740","4.23M","-0.07%"
"01/13/2022","26.720","26.740","27.160","26.480","4.45M","-0.07%"
"01/14/2022","27.020","26.800","27.240","26.800","6.60M","1.12%"
"01/17/2022","27.100","27.280","27.520","27.000","6.77M","0.30%"
"01/18/2022","25.720","27.060","27.060","25.720","5.77M","-5.09%"
"01/19/2022","25.820","25.680","26.000","25.040","7.39M","0.39%"
"01/20/2022","24.840","25.840","25.920","24.680","8.79M","-3.80%"
"01/21/2022","25.160","24.720","25.300","24.560","5.01M","1.29%"
"01/24/2022","23.520","25.160","25.280","23.500","8.99M","-6.52%"
"01/25/2022","23.620","23.660","23.980","23.160","4.41M","0.43%"
"01/26/2022","23.840","23.700","24.120","23.620","3.57M","0.93%"
"01/27/2022","24.900","23.600","24.940","23.300","6.02M","4.45%"
"01/28/2022","24.400","25.020","25.180","24.240","5.23M","-2.01%"
"01/31/2022","24.180","24.600","24.640","24.180","3.09M","-0.90%"
"02/01/2022","24.360","24.300","24.680","24.200","3.65M","0.74%"
"02/02/2022","23.920","24.400","24.480","23.920","3.64M","-1.81%"
"02/03/2022","23.560","23.900","24.100","23.420","3.38M","-1.51%"
"02/04/2022","23.460","23.580","23.840","23.300","2.48M","-0.42%"
"02/07/2022","23.880","23.460","23.980","23.020","3.76M","1.79%"
"02/08/2022","23.640","23.940","23.980","23.500","3.77M","-1.01%"
"02/09/2022","24.200","23.740","24.260","23.740","4.69M","2.37%"
"02/10/2022","24.440","24.120","24.560","23.900","4.97M","0.99%"
"02/11/2022","24.440","24.180","24.540","23.860","4.76M","0.00%"
"02/14/2022","23.700","24.160","24.160","23.500","5.36M","-3.03%"
"02/15/2022","24.080","23.720","24.260","23.640","4.50M","1.60%"
"02/16/2022","23.900","24.120","24.240","23.780","3.77M","-0.75%"
"02/17/2022","23.560","23.940","24.040","23.460","4.36M","-1.42%"
"02/18/2022","23.720","23.680","23.820","23.460","2.46M","0.68%"
"02/21/2022","23.720","23.780","24.060","23.380","4.60M","0.00%"
"02/22/2022","23.200","23.080","23.440","22.800","5.33M","-2.19%"
"02/23/2022","23.100","23.260","23.380","23.060","3.18M","-0.43%"
"02/24/2022","20.800","20.820","21.820","20.800","4.00M","-9.96%"
"02/25/2022","21.860","21.300","22.120","20.960","6.21M","5.10%"
"02/28/2022","22.520","22.000","24.040","21.940","9.56M","3.02%"
"03/01/2022","22.260","22.880","23.020","22.020","5.16M","-1.15%"
"03/02/2022","22.460","22.240","23.140","21.960","5.12M","0.90%"
"03/03/2022","23.300","22.600","23.540","22.600","6.57M","3.74%"
"03/04/2022","23.140","23.060","23.380","22.860","4.56M","-0.69%"
"03/07/2022","22.940","22.900","23.100","22.440","4.85M","-0.86%"
"03/08/2022","24.240","22.600","24.500","22.600","12.45M","5.67%"
"03/09/2022","24.160","24.600","24.700","24.020","7.99M","-0.33%"
"03/10/2022","24.160","24.300","24.580","23.840","5.86M","0.00%"
"03/11/2022","24.460","24.080","24.720","24.020","10.48M","1.24%"
"03/14/2022","24.840","25.120","25.520","24.760","14.44M","1.55%"
"03/15/2022","24.700","24.800","24.940","24.460","7.78M","-0.56%"
"03/16/2022","24.620","24.800","24.880","24.460","6.73M","-0.32%"
"03/17/2022","25.080","24.780","25.180","24.700","8.43M","1.87%"
"03/18/2022","25.180","25.180","25.360","25.080","6.80M","0.40%"
"03/21/2022","25.820","25.320","25.840","25.300","7.55M","2.54%"
"03/22/2022","26.200","25.840","26.340","25.620","8.67M","1.47%"
"03/23/2022","25.760","26.320","26.340","25.640","7.44M","-1.68%"
"03/24/2022","25.420","25.820","26.000","25.400","5.22M","-1.32%"
"03/25/2022","25.060","25.500","25.560","25.040","7.95M","-1.42%"
"03/28/2022","25.200","25.120","25.400","24.940","7.73M","0.56%"
"03/29/2022","25.540","25.360","25.580","25.140","11.74M","1.35%"
"03/30/2022","25.780","25.940","25.980","25.680","7.59M","0.94%"
"03/31/2022","25.800","25.800","26.000","25.700","9.78M","0.08%"
"04/01/2022","25.980","25.820","25.980","25.600","6.43M","0.70%"
"04/04/2022","27.360","26.240","27.360","26.120","20.24M","5.31%"
"04/05/2022","27.700","27.640","28.400","27.100","19.04M","1.24%"
"04/06/2022","27.380","27.760","27.840","27.160","10.29M","-1.16%"
"04/07/2022","27.620","27.480","27.840","27.400","8.16M","0.88%"
"04/08/2022","28.300","27.720","28.320","27.600","12.39M","2.46%"
"04/11/2022","29.220","28.420","29.320","28.260","18.05M","3.25%"
"04/12/2022","30.860","29.200","31.120","28.520","23.64M","5.61%"
"04/13/2022","29.620","29.920","30.640","29.220","23.25M","-4.02%"
"04/14/2022","29.540","29.660","30.080","29.400","15.62M","-0.27%"
"04/15/2022","29.540","29.620","29.920","29.460","8.20M","0.00%"
"04/18/2022","29.820","29.580","30.180","29.560","15.81M","0.95%"
"04/19/2022","30.280","30.000","30.700","29.760","18.21M","1.54%"
"04/20/2022","30.120","30.400","30.500","29.900","9.07M","-0.53%"
"04/21/2022","30.160","30.140","30.280","30.000","9.28M","0.13%"
"04/22/2022","28.420","30.040","30.100","28.400","11.56M","-5.77%"
"04/25/2022","27.760","28.040","28.340","27.420","11.51M","-2.32%"
"04/26/2022","26.520","27.860","28.040","26.260","9.30M","-4.47%"
"04/27/2022","26.140","26.500","26.640","25.780","11.17M","-1.43%"
"04/28/2022","26.440","26.320","27.260","26.320","17.75M","1.15%"
"04/29/2022","26.140","26.460","26.520","25.520","11.34M","-1.13%"
"05/05/2022","27.340","26.940","27.800","26.640","11.69M","4.59%"
"05/06/2022","27.600","27.020","27.840","26.760","9.99M","0.95%"
"05/09/2022","27.460","27.640","28.240","27.300","10.14M","-0.51%"
"05/10/2022","27.820","27.560","28.000","27.420","8.98M","1.31%"
"05/11/2022","26.940","27.620","27.640","26.480","12.04M","-3.16%"
"05/12/2022","25.360","26.400","26.440","25.280","12.09M","-5.86%"
"05/13/2022","25.800","25.800","26.060","25.660","6.35M","1.74%"
"05/16/2022","25.140","25.820","26.100","25.080","5.90M","-2.56%"
"05/17/2022","25.500","25.200","25.760","25.120","7.58M","1.43%"
"05/18/2022","25.460","25.360","25.840","25.120","4.60M","-0.16%"
"05/20/2022","25.240","25.400","25.680","25.120","3.46M","-0.86%"
"05/23/2022","24.860","25.300","25.420","24.640","4.70M","-1.51%"
"05/24/2022","24.500","24.940","25.120","24.500","4.62M","-1.45%"
"05/25/2022","25.260","24.680","25.700","24.660","8.90M","3.10%"
"05/26/2022","25.740","25.300","25.860","25.240","7.52M","1.90%"
"05/27/2022","25.400","25.840","26.140","25.220","6.82M","-1.32%"
"05/30/2022","26.460","26.000","26.600","25.900","11.77M","4.17%"
"05/31/2022","26.960","26.580","27.080","26.480","10.41M","1.89%"
"06/01/2022","26.860","27.040","27.340","26.720","7.00M","-0.37%"
"06/02/2022","26.880","27.000","27.060","26.560","7.77M","0.07%"
"06/03/2022","26.820","27.060","27.180","26.600","6.64M","-0.22%"
"06/06/2022","27.140","26.960","27.400","26.960","7.19M","1.19%"
"06/07/2022","27.280","27.160","27.760","26.940","9.12M","0.52%"
"06/08/2022","25.800","27.420","27.600","25.740","9.99M","-5.43%"
"06/09/2022","26.500","25.820","26.500","25.680","8.10M","2.71%"
"06/10/2022","25.940","26.000","26.700","25.720","7.32M","-2.11%"
"06/13/2022","25.680","25.680","25.960","25.440","4.30M","-1.00%"
"06/14/2022","25.440","25.700","25.760","25.240","3.43M","-0.93%"
"06/15/2022","25.360","25.440","25.680","25.220","4.74M","-0.31%"
"06/16/2022","24.900","25.400","25.520","24.720","4.56M","-1.81%"
"06/17/2022","25.100","25.020","25.120","24.720","4.88M","0.80%"
"06/20/2022","25.300","25.360","25.660","24.860","5.32M","0.80%"
"06/21/2022","25.980","25.460","26.180","25.340","10.65M","2.69%"
"06/22/2022","25.880","25.760","26.200","25.660","6.86M","-0.38%"
"06/23/2022","25.420","25.780","26.000","25.380","4.56M","-1.78%"
"06/24/2022","25.540","25.480","25.720","25.220","6.06M","0.47%"
"06/27/2022","25.500","24.800","25.780","24.700","6.01M","-0.16%"
"06/28/2022","25.120","25.580","25.860","24.860","6.29M","-1.49%"
"06/29/2022","24.400","25.120","25.280","24.220","5.54M","-2.87%"
"06/30/2022","23.760","24.000","24.340","23.640","8.89M","-2.62%"
"07/01/2022","23.940","23.800","24.100","23.680","3.70M","0.76%"
"07/04/2022","23.540","24.020","24.300","23.480","4.01M","-1.67%"
"07/05/2022","23.120","23.540","23.700","22.740","5.03M","-1.78%"
"07/06/2022","23.740","23.220","23.760","23.100","5.05M","2.68%"
"07/07/2022","23.680","23.800","23.940","23.600","6.00M","-0.25%"
"07/08/2022","23.900","23.680","23.940","23.660","2.00M","0.93%"
"07/13/2022","23.400","23.940","24.220","23.400","7.45M","-2.09%"
"07/14/2022","23.180","23.900","23.900","23.060","8.57M","-0.94%"
"07/18/2022","23.460","23.520","23.680","23.320","5.87M","1.21%"
"07/19/2022","24.020","23.400","24.280","23.380","9.38M","2.39%"
"07/20/2022","24.500","24.060","24.760","24.060","8.47M","2.00%"
"07/21/2022","24.420","24.500","24.740","24.240","8.54M","-0.33%"
"07/22/2022","24.420","24.600","24.600","24.200","5.00M","0.00%"
"07/25/2022","24.500","24.420","24.600","24.340","4.65M","0.33%"
"07/26/2022","24.200","24.540","24.660","24.100","4.85M","-1.22%"
"07/27/2022","24.160","24.260","24.340","23.940","6.08M","-0.17%"
"07/28/2022","24.120","24.300","24.380","23.940","6.05M","-0.17%"
"07/29/2022","24.160","24.140","24.320","23.940","6.32M","0.17%"
"08/01/2022","26.060","24.480","26.500","24.400","22.26M","7.86%"
