"Date","Price","Open","High","Low","Vol.","Change %"
"08/24/2022","8.40","8.40","9.00","8.00","11.68M","-2.44%"
"08/25/2022","8.22","8.32","8.72","8.00","667.48K","-2.14%"
"08/26/2022","8.28","8.24","8.54","8.03","12.65M","0.73%"
"08/29/2022","8.88","8.17","9.05","8.00","21.49M","7.25%"
"08/31/2022","9.02","8.98","9.17","8.96","26.35M","1.58%"
"09/01/2022","9.19","9.02","9.51","8.86","11.21M","1.88%"
"09/02/2022","9.24","9.19","9.50","9.08","4.56M","0.54%"
"09/05/2022","9.33","9.28","9.40","9.13","2.93M","0.97%"
"09/06/2022","8.97","9.36","9.45","8.92","54.12M","-3.86%"
"09/07/2022","9.08","9.02","9.38","8.95","8.65M","1.23%"
"09/08/2022","8.97","9.08","9.29","8.97","21.55M","-1.21%"
"09/09/2022","9.30","9.01","9.32","9.00","16.98M","3.68%"
"09/12/2022","9.99","9.30","10.08","9.24","23.78M","7.42%"
"09/13/2022","10.28","10.03","10.40","9.92","10.37M","2.90%"
"09/14/2022","10.91","10.28","11.10","10.21","19.89M","6.13%"
"09/15/2022","9.82","10.91","11.19","9.82","23.16M","-9.99%"
"09/16/2022","10.52","9.82","10.72","9.82","9.12M","7.13%"
"09/19/2022","10.52","10.60","11.00","10.50","8.49M","0.00%"
"09/20/2022","10.08","10.51","10.83","9.99","8.33M","-4.18%"
"09/21/2022","10.25","10.10","10.79","10.08","8.00M","1.69%"
"09/22/2022","10.68","10.34","10.77","10.27","7.05M","4.20%"
"09/23/2022","10.84","10.71","11.03","10.70","9.35M","1.50%"
"09/26/2022","10.87","10.86","11.06","10.76","6.42M","0.28%"
"09/27/2022","10.92","10.89","11.64","10.86","11.18M","0.46%"
"09/28/2022","10.92","10.95","11.34","10.89","13.22M","0.00%"
"09/29/2022","10.92","10.94","11.14","10.66","14.04M","0.00%"
"09/30/2022","10.97","10.92","11.18","10.86","11.65M","0.46%"
"10/03/2022","10.97","10.98","11.09","10.93","6.35M","0.00%"
"10/04/2022","11.00","11.00","11.32","10.96","21.36M","0.27%"
"10/05/2022","11.28","11.08","11.52","10.94","17.88M","2.55%"
"10/06/2022","11.36","11.32","11.66","11.28","14.71M","0.71%"
"10/07/2022","10.60","11.37","11.64","10.58","16.11M","-6.69%"
"10/10/2022","10.95","10.80","11.02","10.71","7.39M","3.30%"
"10/11/2022","11.00","11.00","11.16","10.76","13.02M","0.46%"
"10/12/2022","12.10","11.00","12.10","10.98","21.62M","10.00%"
"10/13/2022","13.30","12.12","13.30","12.06","17.68M","9.92%"
"10/14/2022","13.32","13.36","13.76","12.16","35.89M","0.15%"
"10/17/2022","14.65","13.36","14.65","13.32","25.54M","9.98%"
"10/18/2022","13.54","14.34","14.34","13.31","17.29M","-7.58%"
"10/19/2022","13.97","13.59","14.04","13.43","13.96M","3.18%"
"10/20/2022","13.98","13.95","14.20","13.82","9.46M","0.07%"
"10/21/2022","13.96","14.00","14.03","13.72","5.60M","-0.14%"
"10/24/2022","14.11","13.98","14.86","13.88","14.75M","1.07%"
"10/25/2022","13.77","14.32","14.32","13.71","8.22M","-2.41%"
"10/26/2022","13.64","13.76","13.93","13.40","7.72M","-0.94%"
"10/27/2022","13.20","13.64","13.72","13.20","6.06M","-3.23%"
"10/28/2022","12.96","13.28","13.30","12.90","2.57M","-1.82%"
"10/31/2022","13.08","13.20","13.76","12.96","8.69M","0.93%"
"11/01/2022","13.52","13.12","13.58","12.98","5.57M","3.36%"
"11/02/2022","13.52","13.52","13.81","13.44","5.42M","0.00%"
"11/03/2022","13.44","13.54","14.06","13.41","7.27M","-0.59%"
"11/04/2022","13.48","13.44","13.66","13.31","4.56M","0.30%"
"11/07/2022","12.88","13.56","13.56","12.88","6.63M","-4.45%"
"11/08/2022","11.59","12.89","12.89","11.59","15.28M","-10.02%"
"11/09/2022","10.44","10.44","10.78","10.44","5.89M","-9.92%"
"11/10/2022","10.12","9.42","11.04","9.42","18.15M","-3.07%"
"11/11/2022","10.41","10.12","10.84","10.09","13.00M","2.87%"
"11/14/2022","10.42","10.45","10.64","10.40","5.29M","0.10%"
"11/15/2022","10.18","10.42","10.58","10.10","6.79M","-2.30%"
"11/16/2022","11.20","10.18","11.20","10.08","11.62M","10.02%"
"11/17/2022","12.12","11.52","12.30","10.94","20.28M","8.21%"
"11/18/2022","11.04","12.05","12.05","11.03","12.26M","-8.91%"
"11/21/2022","11.59","11.03","11.90","10.98","14.17M","4.98%"
"11/22/2022","12.00","11.59","12.24","11.46","11.24M","3.54%"
"11/23/2022","11.79","12.12","12.24","11.78","6.77M","-1.75%"
"11/24/2022","11.54","11.78","12.00","11.54","8.30M","-2.12%"
"11/25/2022","12.06","11.71","12.20","11.56","9.85M","4.51%"
"11/28/2022","12.00","12.32","12.60","12.00","10.93M","-0.50%"
"11/29/2022","11.86","12.00","12.23","11.69","7.87M","-1.17%"
"11/30/2022","11.86","11.86","12.12","11.72","5.77M","0.00%"
"12/01/2022","12.08","11.91","12.38","11.80","13.72M","1.85%"
"12/02/2022","11.67","12.13","12.24","11.63","8.47M","-3.39%"
"12/05/2022","11.48","11.74","11.90","11.47","5.79M","-1.63%"
"12/06/2022","11.48","11.46","11.64","11.06","6.68M","0.00%"
"12/07/2022","11.04","11.48","11.59","11.04","5.88M","-3.83%"
"12/08/2022","11.16","11.09","11.28","10.80","5.39M","1.09%"
"12/09/2022","11.68","11.40","11.87","11.24","7.41M","4.66%"
"12/12/2022","12.01","11.87","12.17","11.72","14.01M","2.83%"
"12/13/2022","11.86","12.07","12.31","11.84","7.67M","-1.25%"
"12/14/2022","11.21","11.90","12.11","11.21","8.53M","-5.48%"
"12/15/2022","12.07","11.42","12.14","11.42","10.73M","7.67%"
"12/16/2022","12.00","12.07","12.27","11.84","35.98M","-0.58%"
"12/19/2022","11.70","12.08","12.11","11.70","7.85M","-2.50%"
"12/20/2022","11.60","11.70","11.91","11.56","9.57M","-0.85%"
"12/21/2022","11.32","11.60","11.73","11.32","6.58M","-2.41%"
"12/22/2022","11.56","11.32","11.87","11.11","13.20M","2.12%"
"12/23/2022","11.52","11.52","11.87","11.44","5.24M","-0.35%"
"12/26/2022","11.19","11.53","11.59","11.05","10.17M","-2.86%"
"12/27/2022","11.06","11.20","11.36","10.64","7.87M","-1.16%"
"12/28/2022","10.56","11.06","11.18","10.56","4.86M","-4.52%"
"12/29/2022","10.72","10.60","10.90","10.60","3.20M","1.52%"
"12/30/2022","10.90","10.79","11.10","10.72","3.59M","1.68%"
"01/02/2023","10.60","10.92","11.08","10.60","6.65M","-2.75%"
"01/03/2023","10.36","10.63","10.74","10.35","4.64M","-2.26%"
"01/04/2023","10.20","10.36","10.62","10.20","4.52M","-1.54%"
"01/05/2023","9.41","10.20","10.28","9.24","3.35M","-7.75%"
"01/06/2023","9.90","9.39","10.11","9.21","3.69M","5.21%"
"01/09/2023","10.19","9.96","10.59","9.90","5.34M","2.93%"
"01/10/2023","10.40","10.48","10.68","9.96","6.64M","2.06%"
"01/11/2023","10.52","10.40","10.79","10.24","8.47M","1.15%"
"01/12/2023","10.96","10.54","11.33","10.34","13.50M","4.18%"
"01/13/2023","10.92","11.06","11.15","10.68","2.98M","-0.36%"
"01/16/2023","10.96","10.96","11.03","10.68","3.33M","0.37%"
"01/17/2023","11.00","10.97","11.25","10.82","5.49M","0.36%"
"01/18/2023","11.18","11.00","11.43","10.91","4.96M","1.64%"
"01/19/2023","10.96","11.12","11.29","10.87","3.79M","-1.97%"
"01/20/2023","11.20","10.98","11.20","10.83","4.66M","2.19%"
"01/23/2023","10.63","11.28","11.28","10.63","4.88M","-5.09%"
"01/24/2023","10.61","10.56","10.76","10.03","3.99M","-0.19%"
"01/25/2023","10.71","10.66","10.76","10.30","2.86M","0.94%"
"01/26/2023","10.60","10.79","10.80","10.56","1.02M","-1.03%"
"01/27/2023","10.48","10.56","10.74","10.26","2.73M","-1.13%"
"01/30/2023","10.48","10.51","10.68","9.99","2.34M","0.00%"
"01/31/2023","9.86","10.37","10.37","9.86","1.63M","-5.92%"
"02/01/2023","8.97","9.95","10.06","8.97","3.32M","-9.03%"
"02/02/2023","8.73","8.97","9.19","8.20","3.89M","-2.68%"
"02/03/2023","9.13","8.80","9.17","8.45","2.39M","4.58%"
"02/06/2023","9.11","9.10","9.13","8.47","603.73K","-0.22%"
"02/07/2023","8.21","9.11","9.11","8.21","2.65M","-9.88%"
"02/08/2023","18.47","20.72","20.72","18.47","23.24K","124.97%"
"02/15/2023","8.81","8.23","8.90","7.82","4.60M","-52.30%"
"02/16/2023","8.16","8.81","9.18","8.12","3.03M","-7.38%"
"02/17/2023","8.28","8.28","8.28","7.90","1.24M","1.47%"
"02/20/2023","8.48","8.39","8.75","8.26","2.23M","2.42%"
"02/21/2023","8.74","8.55","8.80","8.44","3.50M","3.07%"
"02/22/2023","8.60","8.73","8.78","8.37","2.51M","-1.60%"
"02/23/2023","8.15","8.69","8.69","7.92","7.86M","-5.23%"
"02/24/2023","8.40","8.18","8.48","8.06","5.34M","3.07%"
"02/27/2023","8.47","8.39","8.70","8.23","3.64M","0.83%"
"02/28/2023","8.29","8.53","8.58","8.25","3.16M","-2.13%"
"03/01/2023","8.10","8.47","8.47","8.10","3.45M","-2.29%"
"03/02/2023","8.10","8.20","8.40","8.06","3.12M","0.00%"
"03/03/2023","8.10","8.10","8.28","7.94","3.11M","0.00%"
"03/06/2023","8.10","8.32","8.32","8.06","2.63M","0.00%"
"03/07/2023","8.24","8.19","8.24","8.08","3.14M","1.73%"
"03/08/2023","8.24","8.34","8.48","8.18","4.49M","0.00%"
"03/09/2023","8.25","8.28","8.42","8.22","4.09M","0.12%"
"03/10/2023","8.19","8.32","8.33","8.11","3.14M","-0.73%"
"03/13/2023","8.32","8.28","8.54","8.22","4.33M","1.59%"
"03/14/2023","8.12","8.54","8.54","8.12","3.20M","-2.40%"
"03/15/2023","7.89","8.12","8.15","7.83","2.93M","-2.83%"
"03/16/2023","7.54","7.90","8.15","7.48","3.85M","-4.44%"
"03/17/2023","7.65","7.71","7.88","7.46","5.92M","1.46%"
"03/20/2023","7.33","7.80","7.80","7.33","3.16M","-4.18%"
"03/21/2023","7.33","7.35","7.60","7.22","3.64M","0.00%"
"03/22/2023","7.33","7.48","7.48","7.22","2.04M","0.00%"
"03/23/2023","8.06","7.20","8.06","6.88","9.96M","9.96%"
"03/24/2023","8.86","8.86","8.86","8.86","10.83M","9.93%"
"03/27/2023","9.74","9.74","9.74","9.74","1.73M","9.93%"
"03/28/2023","10.70","10.70","10.70","9.81","27.84M","9.86%"
"03/29/2023","10.83","10.39","11.37","9.64","28.65M","1.21%"
"03/30/2023","11.13","10.83","11.64","10.62","15.79M","2.77%"
"03/31/2023","10.86","10.94","11.34","10.86","5.14M","-2.43%"
"04/03/2023","10.90","10.80","11.10","10.51","5.86M","0.37%"
"04/04/2023","11.12","10.92","11.68","10.81","8.58M","2.02%"
"04/05/2023","11.60","11.12","11.60","11.04","6.59M","4.32%"
"04/06/2023","11.18","11.61","11.91","11.17","6.58M","-3.62%"
"04/07/2023","11.15","11.13","11.44","10.58","2.36M","-0.27%"
"04/10/2023","11.71","11.17","11.90","11.17","6.74M","5.02%"
"04/11/2023","11.75","11.74","12.16","11.58","5.71M","0.34%"
"04/12/2023","11.61","11.76","11.99","11.61","2.52M","-1.19%"
"04/13/2023","11.80","11.63","11.98","11.42","5.27M","1.64%"
"04/14/2023","12.10","11.82","12.24","11.82","6.76M","2.54%"
"04/17/2023","11.80","12.12","12.82","11.80","7.71M","-2.48%"
"04/18/2023","11.13","12.14","12.24","10.90","8.10M","-5.68%"
"04/19/2023","11.00","11.20","11.20","10.68","3.07M","-1.17%"
"04/20/2023","10.69","11.00","11.23","10.48","1.19M","-2.82%"
"04/24/2023","10.78","10.70","11.01","10.32","2.87M","0.84%"
"04/25/2023","10.71","10.64","10.96","10.29","2.53M","-0.65%"
"04/26/2023","10.14","10.71","10.83","10.14","2.28M","-5.32%"
"04/27/2023","10.24","10.14","10.68","9.84","2.42M","0.99%"
"04/28/2023","9.90","10.40","10.40","9.88","1.49M","-3.32%"
"05/02/2023","8.92","10.00","10.00","8.91","4.57M","-9.90%"
"05/03/2023","8.34","8.94","9.10","8.10","2.56M","-6.50%"
"05/04/2023","8.32","8.39","8.74","8.25","1.12M","-0.24%"
"05/05/2023","8.27","8.22","8.45","8.10","950.96K","-0.60%"
"05/08/2023","8.36","8.40","9.09","7.98","4.11M","1.09%"
"05/09/2023","8.22","8.37","8.37","7.96","1.90M","-1.67%"
"05/10/2023","8.03","8.20","8.20","7.79","3.05M","-2.31%"
"05/11/2023","8.05","8.02","8.34","7.89","2.25M","0.25%"
"05/12/2023","8.26","8.07","8.59","7.95","4.10M","2.61%"
"05/15/2023","9.08","8.53","9.08","8.53","948.36K","9.93%"
"05/16/2023","9.98","9.91","9.98","9.34","10.91M","9.91%"
"05/17/2023","10.98","9.98","10.98","9.70","4.90M","10.02%"
"05/18/2023","10.38","11.00","11.40","10.37","8.28M","-5.46%"
"05/22/2023","10.65","10.56","11.20","10.40","4.69M","2.60%"
"05/23/2023","10.03","10.65","10.85","9.92","2.43M","-5.82%"
"05/24/2023","10.08","10.04","10.36","9.90","2.13M","0.50%"
"05/25/2023","11.09","10.18","11.09","10.18","3.53M","10.02%"
"05/26/2023","12.19","11.41","12.19","10.54","17.07M","9.92%"
"05/29/2023","13.41","13.41","13.41","13.41","1.33M","10.01%"
"05/30/2023","13.67","14.15","14.15","12.07","26.56M","1.94%"
"05/31/2023","14.40","13.50","14.50","13.16","27.69M","5.34%"
"06/01/2023","14.42","14.00","14.72","13.80","9.18M","0.14%"
"06/02/2023","14.88","14.43","14.92","13.78","13.43M","3.19%"
"06/05/2023","14.49","15.37","15.37","14.41","16.30M","-2.62%"
"06/06/2023","15.93","14.45","15.93","13.80","14.84M","9.94%"
"06/07/2023","14.65","16.17","17.52","14.51","50.21M","-8.04%"
"06/08/2023","13.68","14.40","14.48","13.50","14.76M","-6.62%"
"06/09/2023","13.50","13.68","13.87","12.56","19.26M","-1.32%"
"06/12/2023","13.57","13.59","14.36","13.20","13.34M","0.52%"
"06/13/2023","13.55","13.67","13.90","13.32","6.69M","-0.15%"
"06/14/2023","13.50","13.58","13.98","13.49","4.34M","-0.37%"
"06/15/2023","13.50","13.57","13.69","13.49","3.52M","0.00%"
"06/16/2023","14.12","13.58","14.57","13.55","9.87M","4.59%"
