"Date","Price","Open","High","Low","Vol.","Change %"
"08/04/2021","20.28","20.28","20.44","20.17","7.23M","0.45%"
"08/05/2021","20.64","20.11","20.83","20.07","11.70M","1.78%"
"08/06/2021","20.52","20.64","20.68","20.32","8.80M","-0.58%"
"08/09/2021","20.25","20.52","20.56","20.19","7.45M","-1.32%"
"08/10/2021","20.56","20.21","20.58","20.11","11.81M","1.53%"
"08/11/2021","21.07","20.50","21.09","20.25","23.56M","2.48%"
"08/12/2021","22.20","21.05","22.28","20.91","22.31M","5.36%"
"08/13/2021","22.53","22.22","23.10","21.95","17.70M","1.49%"
"08/16/2021","22.79","22.47","22.83","22.40","14.55M","1.15%"
"08/17/2021","23.43","22.67","23.43","22.61","20.27M","2.81%"
"08/18/2021","23.08","23.47","23.53","22.83","13.83M","-1.49%"
"08/19/2021","22.28","22.81","22.89","22.28","12.97M","-3.47%"
"08/20/2021","22.67","22.26","22.73","22.22","11.41M","1.75%"
"08/23/2021","23.04","22.79","23.24","22.63","20.36M","1.63%"
"08/24/2021","23.57","23.18","23.69","23.06","16.51M","2.30%"
"08/25/2021","22.94","23.45","23.55","22.89","10.29M","-2.67%"
"08/26/2021","22.91","22.94","23.39","22.73","8.81M","-0.13%"
"08/27/2021","23.08","22.94","23.34","22.87","12.67M","0.74%"
"08/31/2021","22.53","23.20","23.32","22.40","23.85M","-2.38%"
"09/01/2021","22.71","22.67","22.91","22.55","12.34M","0.80%"
"09/02/2021","22.67","22.71","22.87","22.61","5.73M","-0.18%"
"09/03/2021","22.53","22.69","22.75","22.26","8.46M","-0.62%"
"09/06/2021","22.73","22.65","22.75","22.53","4.79M","0.89%"
"09/07/2021","22.30","22.73","22.73","22.30","4.32M","-1.89%"
"09/08/2021","21.69","22.26","22.34","21.69","10.27M","-2.74%"
"09/09/2021","21.93","21.61","21.93","21.48","12.28M","1.11%"
"09/10/2021","21.85","22.04","22.24","21.79","9.32M","-0.36%"
"09/13/2021","21.93","21.85","22.06","21.71","5.35M","0.37%"
"09/14/2021","21.93","21.87","22.12","21.65","8.53M","0.00%"
"09/15/2021","22.12","21.91","22.14","21.83","12.02M","0.87%"
"09/16/2021","22.22","22.22","22.65","22.10","11.65M","0.45%"
"09/17/2021","22.98","22.30","22.98","22.28","12.25M","3.42%"
"09/20/2021","22.59","22.65","22.73","22.44","11.08M","-1.70%"
"09/21/2021","22.16","22.79","22.87","22.16","10.28M","-1.90%"
"09/22/2021","22.34","22.32","22.44","22.10","7.43M","0.81%"
"09/23/2021","21.69","22.40","22.57","21.56","14.29M","-2.91%"
"09/24/2021","21.16","21.50","21.54","20.99","12.05M","-2.44%"
"09/27/2021","21.42","21.34","21.48","21.05","7.98M","1.23%"
"09/28/2021","21.54","21.34","21.81","21.34","8.74M","0.56%"
"09/29/2021","21.81","21.79","21.95","21.65","5.91M","1.25%"
"09/30/2021","22.12","21.79","22.40","21.69","10.07M","1.42%"
"10/01/2021","22.26","21.97","22.44","21.91","6.85M","0.63%"
"10/04/2021","21.91","22.22","22.32","21.87","5.44M","-1.57%"
"10/05/2021","22.06","21.91","22.16","21.85","7.24M","0.68%"
"10/06/2021","21.38","21.89","21.97","21.38","9.88M","-3.08%"
"10/07/2021","21.79","21.63","21.87","21.58","6.43M","1.92%"
"10/08/2021","21.67","21.71","21.97","21.65","4.61M","-0.55%"
"10/11/2021","21.73","21.75","21.95","21.71","8.07M","0.28%"
"10/12/2021","21.46","21.58","21.89","21.46","14.29M","-1.24%"
"10/13/2021","21.28","21.54","21.97","21.16","22.82M","-0.84%"
"10/14/2021","21.20","21.32","21.58","21.11","17.40M","-0.38%"
"10/15/2021","21.03","21.30","21.34","20.87","10.81M","-0.80%"
"10/18/2021","20.97","21.05","21.16","20.91","15.04M","-0.29%"
"10/19/2021","21.03","21.07","21.32","21.03","14.22M","0.29%"
"10/20/2021","20.89","21.13","21.22","20.87","21.68M","-0.67%"
"10/21/2021","20.77","20.89","20.93","20.21","36.63M","-0.57%"
"10/22/2021","21.83","20.87","21.97","20.81","33.94M","5.10%"
"10/25/2021","22.53","21.69","22.53","21.61","30.57M","3.21%"
"10/26/2021","22.83","22.63","22.94","22.61","17.89M","1.33%"
"10/27/2021","23.04","22.94","23.08","22.69","11.96M","0.92%"
"10/28/2021","23.06","22.96","23.22","22.92","4.50M","0.09%"
"11/01/2021","23.20","23.14","23.30","22.79","12.87M","0.61%"
"11/02/2021","23.02","23.16","23.26","22.81","15.56M","-0.78%"
"11/03/2021","23.81","22.96","23.81","22.49","22.03M","3.43%"
"11/04/2021","24.37","24.10","24.70","24.08","13.88M","2.35%"
"11/05/2021","25.00","24.31","25.00","24.12","14.88M","2.59%"
"11/08/2021","25.37","25.25","25.92","25.10","19.84M","1.48%"
"11/09/2021","25.66","25.64","26.39","25.21","26.99M","1.14%"
"11/10/2021","25.49","25.66","25.98","25.08","15.97M","-0.66%"
"11/11/2021","25.35","25.39","25.90","25.29","13.99M","-0.55%"
"11/12/2021","25.80","25.43","25.88","25.31","12.16M","1.78%"
"11/15/2021","27.72","26.41","28.36","26.41","40.32M","7.44%"
"11/16/2021","27.11","27.48","27.74","27.03","21.86M","-2.20%"
"11/17/2021","27.44","26.92","27.66","26.70","14.35M","1.22%"
"11/18/2021","27.42","27.48","28.36","26.41","41.14M","-0.07%"
"11/19/2021","27.03","27.76","27.83","26.86","20.53M","-1.42%"
"11/22/2021","27.27","27.31","27.35","26.80","16.44M","0.89%"
"11/23/2021","27.42","27.15","28.42","26.52","41.51M","0.55%"
"11/24/2021","28.44","27.81","28.58","27.68","45.02M","3.72%"
"11/25/2021","28.93","28.48","29.13","28.44","23.76M","1.72%"
"11/26/2021","27.70","28.38","28.62","27.44","19.73M","-4.25%"
"11/29/2021","28.38","27.87","28.60","27.25","19.59M","2.45%"
"11/30/2021","27.91","27.97","28.30","27.89","21.77M","-1.66%"
"12/01/2021","28.66","28.36","29.05","28.26","23.23M","2.69%"
"12/02/2021","29.42","28.68","29.42","28.62","20.93M","2.65%"
"12/03/2021","30.75","29.59","30.98","29.59","18.47M","4.52%"
"12/06/2021","30.55","30.96","31.02","30.14","13.12M","-0.65%"
"12/07/2021","31.75","30.83","31.75","30.53","19.01M","3.93%"
"12/08/2021","32.67","32.18","32.74","31.53","26.83M","2.90%"
"12/09/2021","32.71","32.76","33.14","32.20","28.07M","0.12%"
"12/10/2021","32.45","32.71","32.78","31.73","17.16M","-0.79%"
"12/13/2021","33.14","32.61","33.70","32.61","21.45M","2.13%"
"12/14/2021","33.74","33.45","34.15","33.45","20.91M","1.81%"
"12/15/2021","35.11","34.72","35.29","33.82","33.03M","4.06%"
"12/16/2021","36.89","35.40","36.89","34.74","35.97M","5.07%"
"12/17/2021","33.21","38.14","38.87","33.21","38.27M","-9.98%"
"12/20/2021","32.61","31.67","34.23","29.95","27.43M","-1.81%"
"12/21/2021","29.36","32.74","33.06","29.36","22.38M","-9.97%"
"12/22/2021","26.48","28.07","28.60","26.43","39.31M","-9.81%"
"12/23/2021","26.93","27.07","27.54","25.45","26.27M","1.70%"
"12/24/2021","28.79","27.70","28.81","27.68","20.40M","6.91%"
"12/27/2021","28.79","28.99","29.59","28.38","16.65M","0.00%"
"12/28/2021","28.07","28.91","28.99","27.44","12.73M","-2.50%"
"12/29/2021","28.81","27.95","28.99","27.27","13.48M","2.64%"
"12/30/2021","28.07","29.03","29.30","27.91","10.71M","-2.57%"
"12/31/2021","27.76","28.09","28.50","27.44","9.47M","-1.10%"
"01/03/2022","29.59","27.97","29.59","27.58","17.00M","6.59%"
"01/04/2022","29.89","29.79","30.28","29.40","20.17M","1.01%"
"01/05/2022","30.73","29.89","30.73","29.50","13.53M","2.81%"
"01/06/2022","31.37","30.32","31.69","30.24","14.99M","2.08%"
"01/07/2022","32.06","31.61","32.06","30.77","12.58M","2.20%"
"01/10/2022","31.92","32.27","32.49","31.84","12.28M","-0.44%"
"01/11/2022","32.10","32.18","32.27","31.12","14.14M","0.56%"
"01/12/2022","32.37","32.45","32.84","31.79","16.86M","0.84%"
"01/13/2022","32.37","31.98","32.59","31.94","12.79M","0.00%"
"01/14/2022","32.37","32.27","32.53","31.86","12.10M","0.00%"
"01/17/2022","32.47","32.51","33.17","32.47","11.98M","0.31%"
"01/18/2022","30.85","32.47","32.59","30.85","9.77M","-4.99%"
"01/19/2022","32.14","31.08","32.14","30.12","18.89M","4.18%"
"01/20/2022","31.30","32.08","32.39","30.63","18.92M","-2.61%"
"01/21/2022","30.83","31.00","31.55","30.48","15.15M","-1.50%"
"01/24/2022","29.15","30.75","31.00","29.07","13.48M","-5.45%"
"01/25/2022","30.61","29.30","30.61","28.38","20.15M","5.01%"
"01/26/2022","30.61","30.65","30.96","30.32","9.97M","0.00%"
"01/27/2022","31.00","29.93","31.08","29.77","13.18M","1.27%"
"01/28/2022","31.20","31.18","31.63","30.94","16.74M","0.65%"
"01/31/2022","31.75","31.55","31.84","31.34","12.86M","1.76%"
"02/01/2022","31.86","31.86","32.33","31.71","13.87M","0.35%"
"02/02/2022","32.08","32.10","32.47","31.73","15.38M","0.69%"
"02/03/2022","30.81","31.88","32.02","30.51","12.27M","-3.96%"
"02/04/2022","30.59","31.14","31.24","30.42","10.31M","-0.71%"
"02/07/2022","31.84","30.42","31.86","29.83","14.51M","4.09%"
"02/08/2022","32.59","31.86","32.71","31.79","15.16M","2.36%"
"02/09/2022","32.92","32.84","33.14","32.47","12.58M","1.01%"
"02/10/2022","32.98","32.98","33.37","32.63","13.01M","0.18%"
"02/11/2022","33.06","32.59","33.14","31.73","17.76M","0.24%"
"02/14/2022","32.74","32.31","33.14","31.57","22.21M","-0.97%"
"02/15/2022","33.37","32.78","33.72","32.78","16.24M","1.92%"
"02/16/2022","33.90","33.82","34.27","33.74","14.46M","1.59%"
"02/17/2022","33.47","34.19","34.35","33.41","17.44M","-1.27%"
"02/18/2022","33.15","33.47","33.68","32.76","13.98M","-0.96%"
"02/21/2022","33.47","33.43","33.78","32.88","15.15M","0.97%"
"02/22/2022","33.37","32.76","33.66","32.55","11.57M","-0.30%"
"02/23/2022","32.41","33.53","33.62","32.41","14.90M","-2.88%"
"02/24/2022","29.18","29.34","30.44","29.18","20.99M","-9.97%"
"02/25/2022","30.87","29.77","31.36","29.54","18.04M","5.79%"
"02/28/2022","30.94","29.87","31.28","29.87","19.06M","0.23%"
"03/01/2022","31.00","31.30","31.61","30.81","12.10M","0.19%"
"03/02/2022","31.28","31.28","31.53","30.77","11.06M","0.90%"
"03/03/2022","31.69","31.59","32.02","31.41","16.34M","1.31%"
"03/04/2022","30.28","31.45","31.71","30.28","19.88M","-4.45%"
"03/07/2022","29.75","29.99","30.32","29.32","21.18M","-1.75%"
"03/08/2022","29.32","29.54","30.28","29.28","21.91M","-1.45%"
"03/09/2022","30.40","29.69","30.63","29.54","26.68M","3.68%"
"03/10/2022","30.32","30.55","30.87","29.93","19.75M","-0.26%"
"03/11/2022","30.61","30.24","31.06","30.08","17.85M","0.96%"
"03/14/2022","33.21","31.12","33.41","31.08","47.99M","8.49%"
"03/15/2022","32.84","33.12","33.47","32.76","32.38M","-1.11%"
"03/16/2022","33.55","33.06","33.70","32.71","23.48M","2.16%"
"03/17/2022","34.99","33.88","35.40","33.74","31.96M","4.29%"
"03/18/2022","35.66","34.95","35.66","34.80","17.69M","1.91%"
"03/21/2022","35.78","36.28","36.34","35.62","13.71M","0.34%"
"03/22/2022","36.28","35.78","36.66","35.70","18.77M","1.40%"
"03/23/2022","36.19","36.48","36.70","35.93","15.95M","-0.25%"
"03/24/2022","36.89","36.32","38.08","36.32","22.00M","1.93%"
"03/25/2022","36.71","37.18","37.91","36.71","14.49M","-0.49%"
"03/28/2022","36.13","36.81","37.13","36.13","16.56M","-1.58%"
"03/29/2022","37.77","36.54","37.87","36.54","23.11M","4.54%"
"03/30/2022","39.12","37.83","39.18","37.75","21.98M","3.57%"
"03/31/2022","38.79","39.36","39.96","38.40","12.94M","-0.84%"
"04/01/2022","38.42","38.94","39.63","38.10","16.06M","-0.95%"
"04/04/2022","39.10","38.67","39.10","38.65","14.56M","1.77%"
"04/05/2022","38.96","39.26","39.51","38.77","18.42M","-0.36%"
"04/06/2022","38.93","39.10","39.69","38.83","15.78M","-0.08%"
"04/07/2022","38.48","38.36","38.71","38.16","13.33M","-1.16%"
"04/08/2022","40.33","39.08","40.39","39.00","22.95M","4.81%"
"04/11/2022","41.66","40.26","42.27","39.96","37.17M","3.30%"
"04/12/2022","41.29","41.57","41.78","40.65","21.12M","-0.89%"
"04/13/2022","40.06","41.59","41.66","40.00","18.72M","-2.98%"
"04/14/2022","39.47","40.37","40.47","39.41","16.01M","-1.47%"
"04/15/2022","39.84","39.47","40.18","39.43","9.72M","0.94%"
"04/18/2022","40.41","39.86","40.41","39.86","12.20M","1.43%"
"04/19/2022","41.14","40.57","41.19","40.16","24.05M","1.81%"
"04/20/2022","40.43","41.23","41.29","40.24","18.52M","-1.73%"
"04/21/2022","40.24","40.43","40.74","40.22","21.23M","-0.47%"
"04/22/2022","38.63","39.88","40.14","38.59","20.67M","-4.00%"
"04/25/2022","39.32","38.48","39.71","38.08","15.11M","1.79%"
"04/26/2022","38.73","39.86","40.00","38.06","13.97M","-1.50%"
"04/27/2022","39.20","38.73","39.36","38.18","12.97M","1.21%"
"04/28/2022","39.26","39.51","39.96","39.02","10.59M","0.15%"
"04/29/2022","39.32","39.39","39.65","38.89","10.70M","0.15%"
"05/05/2022","39.08","39.92","40.18","39.08","13.75M","-0.61%"
"05/06/2022","38.36","39.04","39.30","37.87","18.60M","-1.84%"
"05/09/2022","39.26","38.36","39.41","38.30","15.85M","2.35%"
"05/10/2022","40.53","39.61","40.74","39.61","21.89M","3.23%"
"05/11/2022","39.12","40.80","40.94","39.12","20.73M","-3.48%"
"05/12/2022","37.65","38.12","38.24","37.15","23.68M","-3.76%"
"05/13/2022","37.79","38.06","38.14","37.50","14.80M","0.37%"
"05/16/2022","37.46","37.61","37.85","37.28","12.82M","-0.87%"
"05/17/2022","37.32","37.63","38.06","37.26","13.05M","-0.37%"
"05/18/2022","37.60","37.26","38.01","37.26","16.61M","0.75%"
"05/20/2022","37.22","37.46","37.79","37.22","7.84M","-1.01%"
"05/23/2022","38.14","37.56","38.14","37.05","15.94M","2.47%"
"05/24/2022","37.65","38.36","38.59","37.65","13.76M","-1.28%"
"05/25/2022","38.91","38.14","39.32","38.06","24.00M","3.35%"
"05/26/2022","39.14","38.93","39.39","38.55","15.94M","0.59%"
"05/27/2022","38.51","39.16","39.53","38.40","12.80M","-1.61%"
"05/30/2022","39.84","39.12","40.22","38.96","15.17M","3.45%"
"05/31/2022","40.08","40.00","40.96","39.96","22.13M","0.60%"
"06/01/2022","40.20","40.18","41.08","39.90","13.71M","0.30%"
"06/02/2022","40.53","40.27","40.71","40.02","12.11M","0.82%"
"06/03/2022","40.18","40.74","40.88","40.04","8.55M","-0.86%"
"06/06/2022","41.23","40.39","41.45","40.39","12.91M","2.61%"
"06/07/2022","40.53","41.08","41.17","40.12","17.08M","-1.70%"
"06/08/2022","38.85","40.88","41.19","38.85","17.12M","-4.15%"
"06/09/2022","38.46","38.87","39.20","37.61","18.57M","-1.00%"
"06/10/2022","37.48","37.93","39.16","37.11","20.47M","-2.55%"
"06/13/2022","38.24","37.20","38.55","37.16","15.47M","2.03%"
"06/14/2022","38.67","38.51","38.91","38.16","17.56M","1.12%"
"06/15/2022","39.10","38.67","39.10","38.08","10.83M","1.11%"
"06/16/2022","37.79","39.02","39.06","37.58","13.10M","-3.35%"
"06/17/2022","37.69","37.87","38.32","37.67","15.27M","-0.26%"
"06/20/2022","38.05","37.97","38.18","37.48","13.31M","0.96%"
"06/21/2022","38.93","38.32","38.98","38.10","13.23M","2.31%"
"06/22/2022","40.14","38.63","40.33","38.32","22.85M","3.11%"
"06/23/2022","39.77","40.08","40.49","39.14","18.07M","-0.92%"
"06/24/2022","40.00","39.96","40.04","39.02","11.11M","0.58%"
"06/27/2022","39.59","38.46","39.98","38.46","13.33M","-1.02%"
"06/28/2022","39.00","39.71","40.59","38.73","19.40M","-1.49%"
"06/29/2022","36.30","39.00","39.10","36.30","17.18M","-6.92%"
"06/30/2022","35.80","36.01","36.83","35.66","22.59M","-1.38%"
"07/01/2022","35.91","35.80","36.27","35.64","17.93M","0.31%"
"07/04/2022","35.38","36.25","36.56","35.25","11.98M","-1.48%"
"07/05/2022","35.21","35.42","36.01","34.76","14.20M","-0.48%"
"07/06/2022","35.33","35.27","35.52","34.70","14.19M","0.34%"
"07/07/2022","34.97","35.46","35.62","34.86","14.67M","-1.02%"
"07/08/2022","34.84","34.92","35.17","34.84","5.64M","-0.37%"
"07/13/2022","34.11","34.72","34.82","33.68","13.28M","-2.10%"
"07/14/2022","33.12","34.11","34.13","32.90","14.32M","-2.90%"
"07/18/2022","33.55","33.55","33.78","33.43","16.51M","1.30%"
"07/19/2022","34.05","33.55","34.13","33.45","35.84M","1.49%"
"07/20/2022","34.49","34.27","34.58","34.09","29.06M","1.29%"
"07/21/2022","34.56","34.49","34.99","34.41","22.65M","0.20%"
"07/22/2022","35.21","34.70","35.64","34.70","21.14M","1.88%"
"07/25/2022","35.38","35.25","35.66","34.99","19.00M","0.48%"
"07/26/2022","35.33","35.56","35.85","35.17","16.30M","-0.14%"
"07/27/2022","35.40","35.52","35.76","34.93","14.75M","0.20%"
"07/28/2022","34.93","35.76","35.80","34.84","12.80M","-1.33%"
"07/29/2022","35.99","34.97","36.07","34.97","19.74M","3.03%"
"08/01/2022","36.93","36.19","37.05","36.13","14.56M","2.61%"
